2025-03-21 19:41:58,963 - VoiceApp - INFO - PyAudio imported successfully
2025-03-21 19:41:59,041 - VoiceApp - INFO - Initializing Voice Cloning App
2025-03-21 19:41:59,041 - VoiceApp - INFO - Voice model initialized on cpu
2025-03-21 19:41:59,042 - VoiceApp - INFO - Audio player initialized
2025-03-21 19:41:59,064 - matplotlib.pyplot - DEBUG - Loaded backend qtagg version 5.15.6.
2025-03-21 19:41:59,078 - matplotlib.font_manager - DEBUG - findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0.
2025-03-21 19:41:59,078 - matplotlib.font_manager - DEBUG - findfont: score(FontEntry(fname='/home/darce/.local/lib/python3.10/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerif-Italic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
    $phi62.0 = x1                            ['$phi62.0', 'x1']
    branch $60pred, 62, 70                   ['$60pred']
label 62:
    $64compare_op.2 = $phi62.0 <= threshold  ['$64compare_op.2', '$phi62.0', 'threshold']
    bool66 = global(bool: <class 'bool'>)    ['bool66']
    $66pred = call bool66($64compare_op.2, func=bool66, args=(Var($64compare_op.2, audio.py:1145),), kws=(), vararg=None, varkwarg=None, target=None) ['$64compare_op.2', '$66pred', 'bool66']
    branch $66pred, 68, 78                   ['$66pred']
label 68:
    jump 74                                  []
label 70:
    jump 78                                  []
label 74:
    x1 = const(int, 0)                       ['x1']
    jump 78                                  []
label 78:
    bool80 = global(bool: <class 'bool'>)    ['bool80']
    $80pred = call bool80(zero_pos, func=bool80, args=(Var(zero_pos, audio.py:1137),), kws=(), vararg=None, varkwarg=None, target=None) ['$80pred', 'bool80', 'zero_pos']
    branch $80pred, 82, 102                  ['$80pred']
label 82:
    $82load_global.0 = global(np: <module 'numpy' from '/home/darce/.local/lib/python3.10/site-packages/numpy/__init__.py'>) ['$82load_global.0']
    $84load_method.1 = getattr(value=$82load_global.0, attr=signbit) ['$82load_global.0', '$84load_method.1']
    $88call_method.3 = call $84load_method.1(x0, func=$84load_method.1, args=[Var(x0, audio.py:1140)], kws=(), vararg=None, varkwarg=None, target=None) ['$84load_method.1', '$88call_method.3', 'x0']
    $90load_global.4 = global(np: <module 'numpy' from '/home/darce/.local/lib/python3.10/site-packages/numpy/__init__.py'>) ['$90load_global.4']
    $92load_method.5 = getattr(value=$90load_global.4, attr=signbit) ['$90load_global.4', '$92load_method.5']
    $96call_method.7 = call $92load_method.5(x1, func=$92load_method.5, args=[Var(x1, audio.py:1144)], kws=(), vararg=None, varkwarg=None, target=None) ['$92load_method.5', '$96call_method.7', 'x1']
    $98compare_op.8 = $88call_method.3 != $96call_method.7 ['$88call_method.3', '$96call_method.7', '$98compare_op.8']
    $100return_value.9 = cast(value=$98compare_op.8) ['$100return_value.9', '$98compare_op.8']
    return $100return_value.9                ['$100return_value.9']
label 102:
    $102load_global.0 = global(np: <module 'numpy' from '/home/darce/.local/lib/python3.10/site-packages/numpy/__init__.py'>) ['$102load_global.0']
    $104load_method.1 = getattr(value=$102load_global.0, attr=sign) ['$102load_global.0', '$104load_method.1']
    $108call_method.3 = call $104load_method.1(x0, func=$104load_method.1, args=[Var(x0, audio.py:1140)], kws=(), vararg=None, varkwarg=None, target=None) ['$104load_method.1', '$108call_method.3', 'x0']
    $110load_global.4 = global(np: <module 'numpy' from '/home/darce/.local/lib/python3.10/site-packages/numpy/__init__.py'>) ['$110load_global.4']
    $112load_method.5 = getattr(value=$110load_global.4, attr=sign) ['$110load_global.4', '$112load_method.5']
    $116call_method.7 = call $112load_method.5(x1, func=$112load_method.5, args=[Var(x1, audio.py:1144)], kws=(), vararg=None, varkwarg=None, target=None) ['$112load_method.5', '$116call_method.7', 'x1']
    $118compare_op.8 = $108call_method.3 != $116call_method.7 ['$108call_method.3', '$116call_method.7', '$118compare_op.8']
    $120return_value.9 = cast(value=$118compare_op.8) ['$118compare_op.8', '$120return_value.9']
    return $120return_value.9                ['$120return_value.9']

2025-03-21 19:43:45,925 - numba.core.byteflow - DEBUG - bytecode dump:
>          0	NOP(arg=None, lineno=1023)
           2	LOAD_FAST(arg=0, lineno=1026)
           4	LOAD_CONST(arg=1, lineno=1026)
           6	BINARY_SUBSCR(arg=None, lineno=1026)
           8	LOAD_FAST(arg=0, lineno=1026)
          10	LOAD_CONST(arg=2, lineno=1026)
          12	BINARY_SUBSCR(arg=None, lineno=1026)
          14	COMPARE_OP(arg=4, lineno=1026)
          16	LOAD_FAST(arg=0, lineno=1026)
          18	LOAD_CONST(arg=1, lineno=1026)
          20	BINARY_SUBSCR(arg=None, lineno=1026)
          22	LOAD_FAST(arg=0, lineno=1026)
          24	LOAD_CONST(arg=3, lineno=1026)
          26	BINARY_SUBSCR(arg=None, lineno=1026)
          28	COMPARE_OP(arg=5, lineno=1026)
          30	BINARY_AND(arg=None, lineno=1026)
          32	RETURN_VALUE(arg=None, lineno=1026)
2025-03-21 19:43:45,925 - numba.core.byteflow - DEBUG - pending: deque([State(pc_initial=0 nstack_initial=0)])
2025-03-21 19:43:45,925 - numba.core.byteflow - DEBUG - stack: []
2025-03-21 19:43:45,925 - numba.core.byteflow - DEBUG - state.pc_initial: State(pc_initial=0 nstack_initial=0)
2025-03-21 19:43:45,925 - numba.core.byteflow - DEBUG - dispatch pc=0, inst=NOP(arg=None, lineno=1023)
2025-03-21 19:43:45,925 - numba.core.byteflow - DEBUG - stack []
2025-03-21 19:43:45,925 - numba.core.byteflow - DEBUG - dispatch pc=2, inst=LOAD_FAST(arg=0, lineno=1026)
2025-03-21 19:43:45,925 - numba.core.byteflow - DEBUG - stack []
2025-03-21 19:43:45,925 - numba.core.byteflow - DEBUG - dispatch pc=4, inst=LOAD_CONST(arg=1, lineno=1026)
2025-03-21 19:43:45,925 - numba.core.byteflow - DEBUG - stack ['$x2.0']
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - dispatch pc=6, inst=BINARY_SUBSCR(arg=None, lineno=1026)
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - stack ['$x2.0', '$const4.1.1']
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - dispatch pc=8, inst=LOAD_FAST(arg=0, lineno=1026)
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - stack ['$6binary_subscr.2']
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - dispatch pc=10, inst=LOAD_CONST(arg=2, lineno=1026)
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - stack ['$6binary_subscr.2', '$x8.3']
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - dispatch pc=12, inst=BINARY_SUBSCR(arg=None, lineno=1026)
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - stack ['$6binary_subscr.2', '$x8.3', '$const10.4.2']
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - dispatch pc=14, inst=COMPARE_OP(arg=4, lineno=1026)
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - stack ['$6binary_subscr.2', '$12binary_subscr.5']
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - dispatch pc=16, inst=LOAD_FAST(arg=0, lineno=1026)
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6']
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - dispatch pc=18, inst=LOAD_CONST(arg=1, lineno=1026)
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6', '$x16.7']
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - dispatch pc=20, inst=BINARY_SUBSCR(arg=None, lineno=1026)
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6', '$x16.7', '$const18.8.1']
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - dispatch pc=22, inst=LOAD_FAST(arg=0, lineno=1026)
2025-03-21 19:43:45,928 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6', '$20binary_subscr.9']
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - dispatch pc=24, inst=LOAD_CONST(arg=3, lineno=1026)
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6', '$20binary_subscr.9', '$x22.10']
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - dispatch pc=26, inst=BINARY_SUBSCR(arg=None, lineno=1026)
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6', '$20binary_subscr.9', '$x22.10', '$const24.11.3']
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - dispatch pc=28, inst=COMPARE_OP(arg=5, lineno=1026)
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6', '$20binary_subscr.9', '$26binary_subscr.12']
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - dispatch pc=30, inst=BINARY_AND(arg=None, lineno=1026)
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6', '$28compare_op.13']
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - dispatch pc=32, inst=RETURN_VALUE(arg=None, lineno=1026)
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - stack ['$30binary_and.14']
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - end state. edges=[]
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - -------------------------Prune PHIs-------------------------
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - Used_phis: defaultdict(<class 'set'>, {State(pc_initial=0 nstack_initial=0): set()})
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - defmap: {}
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - phismap: defaultdict(<class 'set'>, {})
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - changing phismap: defaultdict(<class 'set'>, {})
2025-03-21 19:43:45,929 - numba.core.byteflow - DEBUG - keep phismap: {}
2025-03-21 19:43:45,930 - numba.core.byteflow - DEBUG - new_out: defaultdict(<class 'dict'>, {})
2025-03-21 19:43:45,930 - numba.core.byteflow - DEBUG - ----------------------DONE Prune PHIs-----------------------
2025-03-21 19:43:45,930 - numba.core.byteflow - DEBUG - block_infos State(pc_initial=0 nstack_initial=0):
AdaptBlockInfo(insts=((0, {}), (2, {'res': '$x2.0'}), (4, {'res': '$const4.1.1'}), (6, {'index': '$const4.1.1', 'target': '$x2.0', 'res': '$6binary_subscr.2'}), (8, {'res': '$x8.3'}), (10, {'res': '$const10.4.2'}), (12, {'index': '$const10.4.2', 'target': '$x8.3', 'res': '$12binary_subscr.5'}), (14, {'lhs': '$6binary_subscr.2', 'rhs': '$12binary_subscr.5', 'res': '$14compare_op.6'}), (16, {'res': '$x16.7'}), (18, {'res': '$const18.8.1'}), (20, {'index': '$const18.8.1', 'target': '$x16.7', 'res': '$20binary_subscr.9'}), (22, {'res': '$x22.10'}), (24, {'res': '$const24.11.3'}), (26, {'index': '$const24.11.3', 'target': '$x22.10', 'res': '$26binary_subscr.12'}), (28, {'lhs': '$20binary_subscr.9', 'rhs': '$26binary_subscr.12', 'res': '$28compare_op.13'}), (30, {'lhs': '$14compare_op.6', 'rhs': '$28compare_op.13', 'res': '$30binary_and.14'}), (32, {'retval': '$30binary_and.14', 'castval': '$32return_value.15'})), outgoing_phis={}, blockstack=(), active_try_block=None, outgoing_edgepushed={})
2025-03-21 19:43:45,930 - numba.core.interpreter - DEBUG - label 0:
    x = arg(0, name=x)                       ['x']
    $const4.1.1 = const(int, 0)              ['$const4.1.1']
    $6binary_subscr.2 = getitem(value=x, index=$const4.1.1, fn=<built-in function getitem>) ['$6binary_subscr.2', '$const4.1.1', 'x']
    $const10.4.2 = const(int, -1)            ['$const10.4.2']
    $12binary_subscr.5 = getitem(value=x, index=$const10.4.2, fn=<built-in function getitem>) ['$12binary_subscr.5', '$const10.4.2', 'x']
    $14compare_op.6 = $6binary_subscr.2 > $12binary_subscr.5 ['$12binary_subscr.5', '$14compare_op.6', '$6binary_subscr.2']
    $const18.8.1 = const(int, 0)             ['$const18.8.1']
    $20binary_subscr.9 = getitem(value=x, index=$const18.8.1, fn=<built-in function getitem>) ['$20binary_subscr.9', '$const18.8.1', 'x']
    $const24.11.3 = const(int, 1)            ['$const24.11.3']
    $26binary_subscr.12 = getitem(value=x, index=$const24.11.3, fn=<built-in function getitem>) ['$26binary_subscr.12', '$const24.11.3', 'x']
    $28compare_op.13 = $20binary_subscr.9 >= $26binary_subscr.12 ['$20binary_subscr.9', '$26binary_subscr.12', '$28compare_op.13']
    $30binary_and.14 = $14compare_op.6 & $28compare_op.13 ['$14compare_op.6', '$28compare_op.13', '$30binary_and.14']
    $32return_value.15 = cast(value=$30binary_and.14) ['$30binary_and.14', '$32return_value.15']
    return $32return_value.15                ['$32return_value.15']

2025-03-21 19:43:45,931 - numba.core.byteflow - DEBUG - bytecode dump:
>          0	NOP(arg=None, lineno=1029)
           2	LOAD_FAST(arg=0, lineno=1032)
           4	LOAD_CONST(arg=1, lineno=1032)
           6	BINARY_SUBSCR(arg=None, lineno=1032)
           8	LOAD_FAST(arg=0, lineno=1032)
          10	LOAD_CONST(arg=2, lineno=1032)
          12	BINARY_SUBSCR(arg=None, lineno=1032)
          14	COMPARE_OP(arg=0, lineno=1032)
          16	LOAD_FAST(arg=0, lineno=1032)
          18	LOAD_CONST(arg=1, lineno=1032)
          20	BINARY_SUBSCR(arg=None, lineno=1032)
          22	LOAD_FAST(arg=0, lineno=1032)
          24	LOAD_CONST(arg=3, lineno=1032)
          26	BINARY_SUBSCR(arg=None, lineno=1032)
          28	COMPARE_OP(arg=1, lineno=1032)
          30	BINARY_AND(arg=None, lineno=1032)
          32	RETURN_VALUE(arg=None, lineno=1032)
2025-03-21 19:43:45,931 - numba.core.byteflow - DEBUG - pending: deque([State(pc_initial=0 nstack_initial=0)])
2025-03-21 19:43:45,931 - numba.core.byteflow - DEBUG - stack: []
2025-03-21 19:43:45,931 - numba.core.byteflow - DEBUG - state.pc_initial: State(pc_initial=0 nstack_initial=0)
2025-03-21 19:43:45,931 - numba.core.byteflow - DEBUG - dispatch pc=0, inst=NOP(arg=None, lineno=1029)
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - stack []
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - dispatch pc=2, inst=LOAD_FAST(arg=0, lineno=1032)
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - stack []
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - dispatch pc=4, inst=LOAD_CONST(arg=1, lineno=1032)
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - stack ['$x2.0']
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - dispatch pc=6, inst=BINARY_SUBSCR(arg=None, lineno=1032)
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - stack ['$x2.0', '$const4.1.1']
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - dispatch pc=8, inst=LOAD_FAST(arg=0, lineno=1032)
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - stack ['$6binary_subscr.2']
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - dispatch pc=10, inst=LOAD_CONST(arg=2, lineno=1032)
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - stack ['$6binary_subscr.2', '$x8.3']
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - dispatch pc=12, inst=BINARY_SUBSCR(arg=None, lineno=1032)
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - stack ['$6binary_subscr.2', '$x8.3', '$const10.4.2']
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - dispatch pc=14, inst=COMPARE_OP(arg=0, lineno=1032)
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - stack ['$6binary_subscr.2', '$12binary_subscr.5']
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - dispatch pc=16, inst=LOAD_FAST(arg=0, lineno=1032)
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6']
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - dispatch pc=18, inst=LOAD_CONST(arg=1, lineno=1032)
2025-03-21 19:43:45,932 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6', '$x16.7']
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - dispatch pc=20, inst=BINARY_SUBSCR(arg=None, lineno=1032)
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6', '$x16.7', '$const18.8.1']
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - dispatch pc=22, inst=LOAD_FAST(arg=0, lineno=1032)
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6', '$20binary_subscr.9']
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - dispatch pc=24, inst=LOAD_CONST(arg=3, lineno=1032)
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6', '$20binary_subscr.9', '$x22.10']
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - dispatch pc=26, inst=BINARY_SUBSCR(arg=None, lineno=1032)
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6', '$20binary_subscr.9', '$x22.10', '$const24.11.3']
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - dispatch pc=28, inst=COMPARE_OP(arg=1, lineno=1032)
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6', '$20binary_subscr.9', '$26binary_subscr.12']
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - dispatch pc=30, inst=BINARY_AND(arg=None, lineno=1032)
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - stack ['$14compare_op.6', '$28compare_op.13']
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - dispatch pc=32, inst=RETURN_VALUE(arg=None, lineno=1032)
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - stack ['$30binary_and.14']
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - end state. edges=[]
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - -------------------------Prune PHIs-------------------------
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - Used_phis: defaultdict(<class 'set'>, {State(pc_initial=0 nstack_initial=0): set()})
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - defmap: {}
2025-03-21 19:43:45,933 - numba.core.byteflow - DEBUG - phismap: defaultdict(<class 'set'>, {})
2025-03-21 19:43:45,934 - numba.core.byteflow - DEBUG - changing phismap: defaultdict(<class 'set'>, {})
2025-03-21 19:43:45,934 - numba.core.byteflow - DEBUG - keep phismap: {}
2025-03-21 19:43:45,934 - numba.core.byteflow - DEBUG - new_out: defaultdict(<class 'dict'>, {})
2025-03-21 19:43:45,934 - numba.core.byteflow - DEBUG - ----------------------DONE Prune PHIs-----------------------
2025-03-21 19:43:45,934 - numba.core.byteflow - DEBUG - block_infos State(pc_initial=0 nstack_initial=0):
AdaptBlockInfo(insts=((0, {}), (2, {'res': '$x2.0'}), (4, {'res': '$const4.1.1'}), (6, {'index': '$const4.1.1', 'target': '$x2.0', 'res': '$6binary_subscr.2'}), (8, {'res': '$x8.3'}), (10, {'res': '$const10.4.2'}), (12, {'index': '$const10.4.2', 'target': '$x8.3', 'res': '$12binary_subscr.5'}), (14, {'lhs': '$6binary_subscr.2', 'rhs': '$12binary_subscr.5', 'res': '$14compare_op.6'}), (16, {'res': '$x16.7'}), (18, {'res': '$const18.8.1'}), (20, {'index': '$const18.8.1', 'target': '$x16.7', 'res': '$20binary_subscr.9'}), (22, {'res': '$x22.10'}), (24, {'res': '$const24.11.3'}), (26, {'index': '$const24.11.3', 'target': '$x22.10', 'res': '$26binary_subscr.12'}), (28, {'lhs': '$20binary_subscr.9', 'rhs': '$26binary_subscr.12', 'res': '$28compare_op.13'}), (30, {'lhs': '$14compare_op.6', 'rhs': '$28compare_op.13', 'res': '$30binary_and.14'}), (32, {'retval': '$30binary_and.14', 'castval': '$32return_value.15'})), outgoing_phis={}, blockstack=(), active_try_block=None, outgoing_edgepushed={})
2025-03-21 19:43:45,934 - numba.core.interpreter - DEBUG - label 0:
    x = arg(0, name=x)                       ['x']
    $const4.1.1 = const(int, 0)              ['$const4.1.1']
    $6binary_subscr.2 = getitem(value=x, index=$const4.1.1, fn=<built-in function getitem>) ['$6binary_subscr.2', '$const4.1.1', 'x']
    $const10.4.2 = const(int, -1)            ['$const10.4.2']
    $12binary_subscr.5 = getitem(value=x, index=$const10.4.2, fn=<built-in function getitem>) ['$12binary_subscr.5', '$const10.4.2', 'x']
    $14compare_op.6 = $6binary_subscr.2 < $12binary_subscr.5 ['$12binary_subscr.5', '$14compare_op.6', '$6binary_subscr.2']
    $const18.8.1 = const(int, 0)             ['$const18.8.1']
    $20binary_subscr.9 = getitem(value=x, index=$const18.8.1, fn=<built-in function getitem>) ['$20binary_subscr.9', '$const18.8.1', 'x']
    $const24.11.3 = const(int, 1)            ['$const24.11.3']
    $26binary_subscr.12 = getitem(value=x, index=$const24.11.3, fn=<built-in function getitem>) ['$26binary_subscr.12', '$const24.11.3', 'x']
    $28compare_op.13 = $20binary_subscr.9 <= $26binary_subscr.12 ['$20binary_subscr.9', '$26binary_subscr.12', '$28compare_op.13']
    $30binary_and.14 = $14compare_op.6 & $28compare_op.13 ['$14compare_op.6', '$28compare_op.13', '$30binary_and.14']
    $32return_value.15 = cast(value=$30binary_and.14) ['$30binary_and.14', '$32return_value.15']
    return $32return_value.15                ['$32return_value.15']

2025-03-21 19:43:46,691 - VoiceApp - DEBUG - Loaded audio: length=8445697, sample_rate=22050
2025-03-21 19:43:46,697 - numba.core.byteflow - DEBUG - bytecode dump:
>          0	NOP(arg=None, lineno=416)
           2	LOAD_FAST(arg=0, lineno=419)
           4	LOAD_CONST(arg=1, lineno=419)
           6	BINARY_SUBSCR(arg=None, lineno=419)
           8	LOAD_FAST(arg=0, lineno=419)
          10	LOAD_CONST(arg=2, lineno=419)
          12	BINARY_SUBSCR(arg=None, lineno=419)
          14	BINARY_ADD(arg=None, lineno=419)
          16	LOAD_CONST(arg=3, lineno=419)
          18	LOAD_FAST(arg=0, lineno=419)
          20	LOAD_CONST(arg=4, lineno=419)
          22	BINARY_SUBSCR(arg=None, lineno=419)
          24	BINARY_MULTIPLY(arg=None, lineno=419)
          26	BINARY_SUBTRACT(arg=None, lineno=419)
          28	STORE_FAST(arg=1, lineno=419)
          30	LOAD_FAST(arg=0, lineno=420)
          32	LOAD_CONST(arg=1, lineno=420)
          34	BINARY_SUBSCR(arg=None, lineno=420)
          36	LOAD_FAST(arg=0, lineno=420)
          38	LOAD_CONST(arg=2, lineno=420)
          40	BINARY_SUBSCR(arg=None, lineno=420)
          42	BINARY_SUBTRACT(arg=None, lineno=420)
          44	LOAD_CONST(arg=3, lineno=420)
          46	BINARY_TRUE_DIVIDE(arg=None, lineno=420)
          48	STORE_FAST(arg=2, lineno=420)
          50	LOAD_GLOBAL(arg=0, lineno=422)
          52	LOAD_METHOD(arg=1, lineno=422)
          54	LOAD_FAST(arg=2, lineno=422)
          56	CALL_METHOD(arg=1, lineno=422)
          58	LOAD_GLOBAL(arg=0, lineno=422)
          60	LOAD_METHOD(arg=1, lineno=422)
          62	LOAD_FAST(arg=1, lineno=422)
          64	CALL_METHOD(arg=1, lineno=422)
          66	COMPARE_OP(arg=5, lineno=422)
          68	POP_JUMP_IF_FALSE(arg=38, lineno=422)
          70	LOAD_CONST(arg=4, lineno=425)
          72	RETURN_VALUE(arg=None, lineno=425)
>         74	LOAD_FAST(arg=2, lineno=427)
          76	UNARY_NEGATIVE(arg=None, lineno=427)
          78	LOAD_FAST(arg=1, lineno=427)
          80	BINARY_TRUE_DIVIDE(arg=None, lineno=427)
          82	RETURN_VALUE(arg=None, lineno=427)
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - pending: deque([State(pc_initial=0 nstack_initial=0)])
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - stack: []
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - state.pc_initial: State(pc_initial=0 nstack_initial=0)
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - dispatch pc=0, inst=NOP(arg=None, lineno=416)
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - stack []
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - dispatch pc=2, inst=LOAD_FAST(arg=0, lineno=419)
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - stack []
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - dispatch pc=4, inst=LOAD_CONST(arg=1, lineno=419)
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - stack ['$x2.0']
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - dispatch pc=6, inst=BINARY_SUBSCR(arg=None, lineno=419)
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - stack ['$x2.0', '$const4.1.1']
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - dispatch pc=8, inst=LOAD_FAST(arg=0, lineno=419)
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - stack ['$6binary_subscr.2']
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - dispatch pc=10, inst=LOAD_CONST(arg=2, lineno=419)
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - stack ['$6binary_subscr.2', '$x8.3']
2025-03-21 19:43:46,698 - numba.core.byteflow - DEBUG - dispatch pc=12, inst=BINARY_SUBSCR(arg=None, lineno=419)
2025-03-21 19:43:46,699 - numba.core.byteflow - DEBUG - stack ['$6binary_subscr.2', '$x8.3', '$const10.4.2']
2025-03-21 19:43:46,699 - numba.core.byteflow - DEBUG - dispatch pc=14, inst=BINARY_ADD(arg=None, lineno=419)
2025-03-21 19:43:46,699 - numba.core.byteflow - DEBUG - stack ['$6binary_subscr.2', '$12binary_subscr.5']
2025-03-21 19:43:46,699 - numba.core.byteflow - DEBUG - dispatch pc=16, inst=LOAD_CONST(arg=3, lineno=419)
2025-03-21 19:43:46,699 - numba.core.byteflow - DEBUG - stack ['$14binary_add.6']
2025-03-21 19:43:46,699 - numba.core.byteflow - DEBUG - dispatch pc=18, inst=LOAD_FAST(arg=0, lineno=419)
2025-03-21 19:43:46,699 - numba.core.byteflow - DEBUG - stack ['$14binary_add.6', '$const16.7.3']
2025-03-21 19:43:46,699 - numba.core.byteflow - DEBUG - dispatch pc=20, inst=LOAD_CONST(arg=4, lineno=419)
2025-03-21 19:43:46,699 - numba.core.byteflow - DEBUG - stack ['$14binary_add.6', '$const16.7.3', '$x18.8']
2025-03-21 19:43:46,699 - numba.core.byteflow - DEBUG - dispatch pc=22, inst=BINARY_SUBSCR(arg=None, lineno=419)
2025-03-21 19:43:46,699 - numba.core.byteflow - DEBUG - stack ['$14binary_add.6', '$const16.7.3', '$x18.8', '$const20.9.4']
2025-03-21 19:43:46,699 - numba.core.byteflow - DEBUG - dispatch pc=24, inst=BINARY_MULTIPLY(arg=None, lineno=419)
2025-03-21 19:43:46,699 - numba.core.byteflow - DEBUG - stack ['$14binary_add.6', '$const16.7.3', '$22binary_subscr.10']
2025-03-21 19:43:46,699 - numba.core.byteflow - DEBUG - dispatch pc=26, inst=BINARY_SUBTRACT(arg=None, lineno=419)
